Date,opening_price,highest_price,lowest_price,closing_price,transactions_in_blockchain,avg_block_size,sent_by_adress,avg_mining_difficulty,avg_hashrate,mining_profitability,sent_coins_in_usd,avg_transaction_fees,median_transaction_fees,avg_block_time,avg_transaction_value,median_transaction_value,tweets,google_trends,active_addresses,top100_to_total_percentage,avg_fee_to_reward,number_of_coins_in_circulation,miner_revenue,next_day_closing_price
2018-06-07,7657.31,7755.53,7482.61,7658.57,207484,941450,298396,4940704885522,3.4516860131236E+19,0.404,5906991737,0.768,0.174,10.07,44732,403.249,48259,36.458,528720,18.985,1.144,17081187.5,13721335.6042,7689.28
2018-06-08,7691.11,7750.0,7542.39,7689.28,200234,752551,322562,4940704885522,3.6910357215769E+19,0.378,7173456874,0.684,0.139,9.931,54972,390.864,46310,34.938,544739,18.98,0.981,17083000.0,14114417.177542,7618.11
2018-06-09,7616.65,7697.0,7463.07,7618.11,171163,513263,257158,4940704885522,3.5682675966526E+19,0.387,4310290441,0.836,0.104,10.07,39018,376.229,38889,31.743,403622,18.958,1.037,17084425.0,13551637.5292,7492.7
2018-06-10,7497.24,7686.45,6634.28,7492.7,179682,595312,268821,4940704885522,3.2618277926574E+19,0.352,6867968307,0.665,0.108,11.339,55801,427.218,40585,43.729,412643,18.965,1.042,17086375.0,10758310.2292,6781.17
2018-06-11,6772.44,7498.0,6627.7,6781.17,213056,642270,305167,4940704885522,3.3472985709553E+19,0.359,6907860339,0.784,0.153,10.286,53563,469.873,45487,58.725,472045,18.965,1.391,17088125.0,11987207.9874201,6880.61
2018-06-12,6882.1,6919.97,6459.23,6880.61,214450,877130,305169,4940704885522,3.5250469753784E+19,0.353,6369170114,0.692,0.138,9.931,44465,428.355,46551,46.98,501890,18.957,1.195,17089950.0,11844835.5208,6557.67
2018-06-13,6556.14,6880.76,6132.68,6557.67,211686,750706,310270,4940704885522,3.5482936695619E+19,0.332,5989997239,1.142,0.292,10.07,57259,453.626,51652,54.027,487819,19.033,2.052,17091725.0,11320892.25,6307.4
2018-06-14,6304.94,6723.56,6120.0,6307.4,209876,580322,300055,4940704885522,3.7145680924216E+19,0.34,6056241415,0.87,0.295,9.412,57252,508.236,47079,47.567,481663,19.028,1.445,17093637.5,12563621.7041841,6646.1
2018-06-15,6642.42,6708.1,6270.69,6646.1,205708,661877,319708,4940704885522,3.5317080753748E+19,0.36,4702253072,0.74,0.23,9.412,55126,390.616,39786,40.52,543281,19.041,1.199,17095500.0,12305193.3,6390.6
2018-06-16,6401.74,6666.66,6343.46,6390.6,158924,381750,236918,4940704885522,4.0223522228055E+19,0.337,2262028779,0.671,0.122,8.675,33377,343.349,36471,34.648,368496,19.038,0.787,17097625.0,13507060.3333,6487.92
2018-06-17,6497.48,6579.8,6333.63,6487.92,144751,398541,221941,4940704885522,4.1290051171351E+19,0.314,2398835321,1.06,0.095,9.172,30119,316.635,37164,34.061,365433,19.057,1.184,17099587.5,13246220.7271786,6453.41
2018-06-18,6454.07,6834.58,6381.28,6453.41,196141,508974,293509,4940704885522,3.8299510239026E+19,0.353,3368337082,0.585,0.0887,8.78,35327,382.013,46282,39.933,460925,19.111,0.848,17101025.0,13762650.4,6707.5
2018-06-19,6723.95,6855.62,6381.25,6707.5,191650,758568,284587,5024546460934,3.9377917785903E+19,0.346,3534725632,2.946,0.173,9.29,51701,427.617,45018,38.759,476956,19.134,4.149,17103575.0,13329154.5,6736.52
2018-06-20,6739.67,6841.81,6566.3,6736.52,198734,938352,292501,5077499034879,3.8459601859605E+19,0.373,3532045967,6.852,2.103,9.29,38980,465.471,41009,38.759,448248,19.15,9.503,17105512.5,14482144.8535347,6756.58
2018-06-21,6766.8,6809.26,6558.95,6756.58,197943,491396,288655,5077499034879,4.2944489688647E+19,0.346,3714939463,2.509,1.439,8.471,31473,396.761,38835,35.822,471467,19.156,3.347,17106537.5,14388442.37,6718.33
2018-06-22,6721.34,6792.2,5936.57,6718.33,203993,629705,313575,5077499034879,4.0163620396308E+19,0.311,4530157801,2.157,1.066,9.536,58342,494.204,41721,44.044,500238,19.171,3.526,17109525.0,12793132.95,6050.45
2018-06-23,6075.23,6737.97,5940.0,6050.45,163135,438579,253172,5077499034879,3.7309847332948E+19,0.335,2514219893,1.203,0.245,9,53833,368.154,36776,38.171,398856,19.175,1.573,17111525.0,13084984.3584379,6177.38
2018-06-24,6173.22,6267.62,5780.56,6177.38,157851,387458,238618,5077499034879,4.4858638682501E+19,0.292,2976491517,1.035,0.0979,8.421,34390,395.842,36953,44.631,387188,19.207,1.25,17112112.5,13225424.94,6153.4
2018-06-25,6167.43,6356.5,5780.0,6153.4,200016,791194,288105,5077499034879,4.1161691997834E+19,0.302,3826464203,1.079,0.13,9.172,40205,430.172,42286,40.52,490014,19.207,1.738,17115625.0,12092548.545,6253.61
2018-06-26,6262.62,6365.34,6062.22,6253.61,195258,931120,281619,5077499034879,3.7338637152303E+19,0.31,3222717290,1.032,0.117,9.863,28013,408.929,43429,38.171,504682,19.212,1.743,17117450.0,11522845.2247558,6068.0
2018-06-27,6093.36,6277.0,6013.31,6068.0,187980,926342,279473,5077499034879,3.6019644274732E+19,0.263,3987020914,1.047,0.169,12,32258,428.27,40206,36.41,480521,19.209,2.085,17117637.5,9288788.415,6135.64
2018-06-28,6141.71,6181.11,5838.82,6135.64,187467,561689,278808,5077499034879,3.4708704257268E+19,0.351,3287855820,0.887,0.124,9.172,29737,408.109,41574,36.997,452170,19.205,1.366,17120925.0,12052693.75,5848.33
2018-06-29,5861.35,6217.02,5794.81,5848.33,197730,589825,312160,5077499034879,3.6567980890578E+19,0.311,3122917243,0.823,0.0897,9.536,32391,451.64,41392,46.98,493797,19.202,1.433,17122812.5,11427014.5125669,6204.24
2018-06-30,6225.89,6549.77,5774.72,6204.24,180924,841851,259649,5077499034879,3.7305873301054E+19,0.306,2743405014,0.833,0.0965,10.213,25979,414.211,35882,39.933,482606,19.237,1.323,17123175.0,10494418.5,6385.71
2018-07-01,6439.91,6510.0,6190.28,6385.71,156100,586864,233818,5077499034879,3.7232683136827E+19,0.318,3239238861,0.687,0.0866,9.796,35071,339.476,32183,34.648,400753,19.238,0.906,17126412.5,11673361.875,6349.99
2018-07-02,6365.71,6690.65,6259.34,6349.99,199153,826901,297658,5172892177080,3.8599323842501E+19,0.3,4053046057,0.764,0.112,10.213,32411,431.609,40449,39.346,537562,19.253,1.316,17128175.0,11654033.0293607,6612.98
2018-07-03,6634.57,6693.96,6270.69,6612.98,216631,936148,316366,5363678461481,3.3193210193238E+19,0.294,4513332129,0.852,0.149,12.414,32398,515.984,43042,39.346,562946,19.222,1.889,17128700.0,9617154.0,6507.99
2018-07-04,6534.13,6773.24,6433.39,6507.99,206654,779920,302945,5363678461481,3.4280911169139E+19,0.326,3565686198,0.687,0.123,10.746,28333,372.589,40065,36.997,530349,19.154,1.271,17131300.0,11089706.0,6584.25
2018-07-05,6609.79,6792.28,6413.2,6584.25,199463,637426,292697,5363678461481,3.5017367410334E+19,0.327,3871407229,0.654,0.112,10.511,34119,369.095,38128,38.171,450145,19.166,1.142,17133012.5,11406742.2965554,6533.69
2018-07-06,6567.35,6700.0,6445.31,6533.69,200833,554946,345926,5363678461481,4.0121641011323E+19,0.331,3903214930,0.71,0.0993,9,31607,360.964,38468,35.235,564683,19.144,1.074,17134237.5,13022240.0,6596.53
2018-07-07,6652.03,6858.68,6449.76,6596.53,170004,434984,247309,5363678461481,4.2513064343243E+19,0.306,2366746471,0.644,0.0896,9.231,23672,306.296,32273,30.537,394186,19.149,0.843,17136962.5,12914635.5,6759.99
2018-07-08,6795.35,6823.73,6510.0,6759.99,155527,480685,236917,5363678461481,4.0779937887673E+19,0.33,3118937620,0.68,0.0872,9.114,32551,337.683,31005,32.886,392740,19.011,0.787,17138937.5,13573744.7619332,6706.6
2018-07-09,6738.99,6857.56,6658.64,6706.6,206410,909438,298534,5363678461481,3.9401917268783E+19,0.294,3532641203,0.651,0.108,10.588,34185,400.114,37804,34.648,521148,19.017,1.159,17139775.0,11427128.0,6666.75
2018-07-10,6697.21,6814.72,6309.99,6666.75,215914,815377,310399,5363678461481,3.9283572220827E+19,0.313,5378758342,0.69,0.11,9.664,35373,417.85,39826,36.41,560008,19.033,1.213,17142500.0,12485753.0,6299.46
2018-07-11,6362.86,6683.9,6270.84,6299.46,202468,837975,294333,5363678461481,3.8410186324369E+19,0.285,3821332627,0.646,0.116,10.667,26640,404.719,39901,34.061,497821,19.041,1.198,17144187.5,11007393.2006476,6380.0
2018-07-12,6415.19,6415.66,6088.7,6380.0,203394,868217,288489,5363678461481,3.6615227595653E+19,0.304,3909161329,0.573,0.116,10.213,25186,344.017,39007,36.997,608847,19.046,1.047,17145337.5,11268737.625,6243.88
2018-07-13,6262.14,6380.0,6072.0,6243.88,207761,868271,332741,5363678461481,3.8920566113873E+19,0.29,3849998748,0.588,0.113,10.07,26633,358.185,37794,35.235,678537,19.035,1.082,17147737.5,11015182.75,6215.59
2018-07-14,6221.83,6337.25,6121.01,6215.59,176342,892932,258527,5363678461481,3.5149331745613E+19,0.298,3025754443,0.532,0.0949,10.827,26193,299.523,30839,31.124,562124,19.044,0.896,17149400.0,10454811.3292918,6243.98
2018-07-15,6251.08,6389.83,6180.0,6243.98,161018,635173,244735,5363678461481,3.575429564303E+19,0.298,3332687879,0.602,0.117,10.827,29376,361.183,32485,29.95,409465,19.042,0.911,17150875.0,10424456.875,6349.3
2018-07-16,6348.63,6750.6,6227.76,6349.3,207722,742385,307832,5363678461481,3.52911418797E+19,0.282,4608077195,0.743,0.141,12,38201,435.653,41799,36.41,483120,19.059,1.551,17152562.5,9550007.43,6721.04
2018-07-17,6733.0,7476.15,6333.63,6721.04,233807,720678,347433,5199615302175,3.5401150186547E+19,0.392,4838633666,0.735,0.139,9.057,31249,420.032,45432,46.98,551908,19.071,1.24,17154550.0,14162648.5568392,7310.71
2018-07-18,7327.47,7576.59,6657.95,7310.71,238595,890893,354411,5178671069072,4.3052481872025E+19,0.38,5363687424,0.989,0.228,8.276,35273,415.113,42923,52.853,642136,19.083,1.443,17156437.5,16010523.0,7378.1
2018-07-19,7378.67,7599.98,7239.15,7378.1,224868,596242,334321,5178671069072,4.4299340541795E+19,0.362,4753212727,0.949,0.192,8.421,31708,371.508,39629,45.218,540081,19.086,1.332,17158862.5,15668190.72,7471.42
2018-07-20,7475.68,7688.69,7278.84,7471.42,225375,649260,349367,5178671069072,4.3447243218617E+19,0.333,4561643880,0.761,0.166,9.351,30072,416.373,38529,41.108,517442,19.125,1.186,17160787.5,14466795.3986963,7330.84
2018-07-21,7339.06,7696.88,7226.62,7330.84,184666,569464,278248,5178671069072,3.9247434581667E+19,0.324,3162353372,0.692,0.127,10.511,25496,341.261,33267,35.235,415309,19.116,1.005,17161950.0,12556546.625,7409.92
2018-07-22,7415.64,7581.32,7212.0,7409.92,166947,361544,259294,5178671069072,3.9107660269976E+19,0.437,2794502380,0.66,0.102,7.912,25937,314.759,32189,34.648,384041,19.12,0.646,17164775.0,16874334.75,7396.6
2018-07-23,7403.73,7814.77,7336.15,7396.6,229314,707695,337411,5178671069072,4.5282282351322E+19,0.356,4991045573,0.875,0.154,8.675,32469,400.337,39877,44.044,584758,19.124,1.244,17166850.0,16326406.797981,7719.62
2018-07-24,7718.23,8499.84,7369.86,7719.62,259199,750648,373162,5178671069072,4.2809240111699E+19,0.38,6085274643,0.923,0.156,9.057,36811,454.029,48202,55.789,578233,19.107,1.47,17167487.5,15319928.25,8403.83
2018-07-25,8385.0,8496.96,7691.14,8403.83,250031,804711,366994,5178671069072,4.2345384867102E+19,0.437,5459190920,0.889,0.166,8.136,33141,402.597,41673,51.678,644234,19.105,1.203,17171050.0,18661751.625,8174.06
2018-07-26,8173.84,8475.0,7862.7,8174.06,231514,621427,336121,5178671069072,4.4638503508457E+19,0.383,4693673811,0.846,0.133,8.727,31121,396.228,39978,45.806,510977,19.078,1.145,17173000.0,17302326.280585,7926.0
2018-07-27,7938.11,8314.23,7808.41,7926.0,229230,741179,354144,5178671069072,4.0493021919151E+19,0.418,4654842578,0.725,0.0955,8.623,34074,389.042,37373,46.393,604287,19.057,0.984,17175200.0,16568111.75,8183.05
2018-07-28,8191.12,8274.98,7798.48,8183.05,188093,594438,277322,5178671069072,4.1205567253529E+19,0.363,3461526730,0.728,0.11,9.931,28564,324.582,31763,36.41,462708,19.068,0.916,17177012.5,14770485.99,8237.74
2018-07-29,8239.15,8307.72,8051.43,8237.74,168237,416568,258120,5595791656328,4.7844445144079E+19,0.367,3583323607,0.764,0.101,8.471,32136,312.776,32179,36.41,403083,18.918,0.733,17178562.5,17783188.6373367,8216.74
2018-07-30,8210.51,8299.99,7864.22,8216.74,230790,727266,338738,5949437371610,3.9892487238537E+19,0.347,4872161349,0.867,0.144,10.746,30804,410.598,37855,41.108,525741,18.909,1.447,17180812.5,13817728.25,8160.21
2018-07-31,8175.58,8295.0,7655.19,8160.21,242830,765612,350430,5949437371610,4.3008253193756E+19,0.343,4978443566,0.835,0.149,9.796,28411,400.315,38962,41.695,549499,18.969,1.374,17182650.0,14996021.25,7725.43
2018-08-01,7732.71,8162.37,7441.83,7725.43,240894,821987,346347,5949437371610,4.4728104161761E+19,0.321,4514836182,0.67,0.139,9.6,28438,424.312,39603,41.108,574951,18.938,1.123,17184062.5,14364964.4006987,7602.01
2018-08-02,7626.66,7761.56,7440.0,7602.01,224720,640873,332219,5949437371610,4.5418960440521E+19,0.324,4577828410,0.852,0.141,9.412,31073,381.32,37572,37.584,535229,18.991,1.302,17186437.5,14541709.8,7536.37
2018-08-03,7532.08,7709.98,7295.51,7536.37,229693,656039,365863,5949437371610,4.7287037975779E+19,0.328,4485935646,0.748,0.142,8.675,31610,376.315,39186,39.933,585312,19.056,1.107,17188512.5,15674653.75,7416.98
2018-08-04,7420.24,7542.92,6989.61,7416.98,191481,456502,294280,5949437371610,5.0485251247244E+19,0.319,3525630379,0.652,0.0985,8.182,36552,326.488,33342,37.584,456131,19.048,0.776,17189575.0,16086605.4056142,7009.99
2018-08-05,7007.43,7494.48,6903.14,7009.99,172021,467620,259845,5949437371610,4.9707405625344E+19,0.284,3447772087,0.555,0.0792,9,41570,317.837,30523,35.822,397829,19.043,0.678,17192712.5,14016460.0,7032.61
2018-08-06,7080.03,7140.13,6834.38,7032.61,218476,821792,319567,5949437371610,4.2990404083219E+19,0.27,4243072273,0.569,0.105,10.992,40339,356.118,35064,39.933,517813,19.038,1.073,17194350.0,11517945.75,6936.11
2018-08-07,6937.32,7157.93,6674.18,6936.11,232894,819190,336628,5949437371610,4.08600708399E+19,0.327,4608404887,0.559,0.0958,9.536,34157,385.798,34996,41.108,589346,19.035,0.977,17195087.5,13496173.2906021,6717.68
2018-08-08,6718.18,7155.0,6128.04,6717.68,235154,640815,347122,5949437371610,4.6448165830079E+19,0.276,5184590843,0.569,0.0986,9.172,36382,415.181,36169,49.329,532064,19.073,1.047,17198212.5,12792695.7482,6283.59
2018-08-09,6288.94,6717.68,6121.0,6283.59,222177,647423,325293,5949437371610,4.5494651851202E+19,0.265,4686758288,0.598,0.143,9.664,32143,358.502,34503,42.869,519217,19.06,1.103,17200075.0,12046723.138,6543.76
2018-08-10,6518.24,6627.0,6026.16,6543.76,225972,644585,388720,5949437371610,4.7816815931738E+19,0.298,4382510825,0.579,0.1,8.182,27580,373.752,34108,41.243,559603,19.048,0.92,17200612.5,14364533.2889265,6139.99
2018-08-11,6136.97,6584.05,5995.75,6139.99,192268,496684,308359,6197839919507,5.5637794771159E+19,0.238,3145684873,0.496,0.0695,8.471,25729,366.976,29578,41.795,449075,19.047,0.72,17204400.0,13261117.577,6239.98
2018-08-12,6223.0,6494.13,6000.0,6239.98,164889,474588,274605,6389316883512,5.2073602035437E+19,0.237,2328392400,0.489,0.0556,9.29,23148,286.703,28188,35.721,399762,19.051,0.656,17206137.5,12308443.9327,6310.82
2018-08-13,6311.62,6543.9,6144.52,6310.82,222079,735630,353670,6389316883512,4.6460787411953E+19,0.259,4350515778,0.57,0.101,9.6,26298,354.354,31628,41.572,490801,19.055,1.052,17208212.5,12178415.4735653,6252.63
2018-08-14,6250.95,6544.37,5872.89,6252.63,247486,803219,400997,6389316883512,4.6137294872353E+19,0.227,5163907430,0.648,0.139,10.588,28656,402.309,36996,51.148,535762,19.098,1.533,17209912.5,10446684.9281,6193.62
2018-08-15,6190.28,6624.51,5880.0,6193.62,245905,616456,399044,6389316883512,4.7940113559172E+19,0.271,4769880730,0.575,0.114,8.944,27275,344.897,35084,45.786,475594,18.999,1.09,17211662.5,12945905.1935,6272.3
2018-08-16,6268.42,6628.5,6186.02,6272.3,232177,598934,375807,6389316883512,5.02303290222E+19,0.253,3953452835,0.658,0.14,9.114,24872,331.915,33037,39.795,547322,19.173,1.204,17213900.0,12659503.8533433,6313.51
2018-08-17,6315.39,6587.2,6208.37,6313.51,233642,648174,398786,6389316883512,4.9001133441767E+19,0.254,3926062184,0.69,0.111,9.474,23829,344.056,32168,37.996,584759,19.18,1.294,17215800.0,12467282.792,6580.15
2018-08-18,6581.18,6601.88,6290.64,6580.15,190775,467559,311152,6389316883512,5.0843162333615E+19,0.256,2455035060,0.557,0.0884,9,22510,289.779,27953,33.703,459134,19.186,0.817,17217162.5,12979347.0715,6399.28
2018-08-19,6389.31,6615.0,6303.0,6399.28,167255,485097,289665,6389316883512,4.8916979820261E+19,0.24,2028143680,0.653,0.058,9.931,22894,255.769,26854,32.422,408184,19.179,0.932,17219612.5,11859087.978662,6481.99
2018-08-20,6481.63,6545.0,6234.41,6481.99,214833,628286,360700,6389316883512,4.636025151765E+19,0.265,3553963910,0.874,0.167,9.6,25803,306.794,33467,36.218,524775,19.178,1.528,17221487.5,12251866.1225,6260.82
2018-08-21,6254.24,6522.99,6215.77,6260.82,217629,599173,350373,6389316883512,4.8210400989038E+19,0.249,4382094731,0.729,0.174,9.73,30625,325.142,33425,38.558,534176,19.212,1.321,17222712.5,12000750.7951,6479.27
2018-08-22,6480.41,6850.85,6246.05,6479.27,230173,596120,384466,6389316883512,4.8532353246158E+19,0.275,4350353306,0.695,0.151,9,25898,326.252,32026,41.642,574028,19.197,1.2,17225337.5,13754538.29512,6355.76
2018-08-23,6362.03,6906.81,6250.0,6355.76,217203,582677,348837,6389316883512,4.922098839033E+19,0.246,3647229056,0.573,0.127,9.664,25945,299.657,33815,37.994,501871,19.182,1.027,17227200.0,12109214.1826,6525.01
2018-08-24,6525.31,6718.44,6344.8,6525.01,219702,630163,377112,6505039002077,4.6947987191683E+19,0.258,3661739614,0.572,0.112,9.863,22598,314.085,29804,35.676,577153,19.199,1.039,17228250.0,12067487.5609,6692.94
2018-08-25,6689.65,6793.02,6445.32,6692.94,196285,596237,329328,6727225469723,4.8681302037697E+19,0.236,3109357501,0.722,0.0761,10.667,22581,281.916,26122,32.792,478783,19.183,1.234,17230712.5,11462792.4453193,6732.4
2018-08-26,6732.97,6800.0,6564.76,6732.4,172574,450922,289665,6727225469723,5.2826389754749E+19,0.277,2380025188,1.078,0.0598,8.324,19904,243.615,23840,31.187,430511,19.181,1.271,17232875.0,14616492.4672,6700.46
2018-08-27,6702.96,6939.77,6558.95,6700.46,223471,564830,364359,6727225469723,5.7543523354085E+19,0.274,4388693807,0.984,0.0694,7.784,29289,316.54,28754,35.457,595664,19.212,1.394,17233787.5,15757726.0164,6904.51
2018-08-28,6898.43,7130.49,6641.35,6904.51,237886,706795,386349,6727225469723,5.693303636817E+19,0.241,4826709003,1.33,0.21,9.412,55772,363.979,33359,43.048,597839,19.334,2.311,17237100.0,13671393.3547545,7080.94
2018-08-29,7077.25,7132.06,6861.17,7080.94,237369,714998,399720,6727225469723,4.8720994391451E+19,0.255,4602610700,0.704,0.168,10.36,26783,322.116,31756,38.632,588294,19.323,1.344,17238837.5,12423621.4581,7032.96
2018-08-30,7034.48,7124.06,6791.86,7032.96,231237,630848,367183,6727225469723,5.1054364502636E+19,0.265,4226549857,0.724,0.178,9.351,25618,356.407,31447,38.651,540618,19.346,1.237,17239300.0,13512459.5225,6984.01
2018-08-31,6984.93,7091.54,6792.85,6984.01,236921,633720,400302,6727225469723,4.8704989546206E+19,0.282,9282745598,0.746,0.202,9.29,45515,327.475,32099,35.289,589527,19.363,1.288,17242700.0,13715513.6566594,7017.35
2018-09-01,7013.48,7274.46,6879.0,7017.35,213180,609255,345422,6727225469723,5.2681745490268E+19,0.257,4362467708,0.641,0.146,9.536,29365,295.232,30166,33.14,513465,19.375,1.008,17244587.5,13539458.2481,7185.01
2018-09-02,7199.17,7379.73,7015.22,7185.01,187001,512143,300138,6727225469723,4.9939096017566E+19,0.264,4303670006,0.632,0.129,10,32014,289.786,29111,35.01,442960,19.407,0.898,17244800.0,13164449.0812,7290.31
2018-09-03,7300.57,7346.24,7130.63,7290.31,222753,667476,353799,6727225469723,4.8880889873456E+19,0.271,5029033908,0.65,0.115,10,30115,347.18,34835,35.974,525670,19.442,1.095,17248187.5,13221829.9042709,7258.99
2018-09-04,7263.99,7411.55,7184.0,7258.99,232139,751912,368218,6727225469723,4.515772912039E+19,0.26,5011905906,0.761,0.197,11.429,29540,365.882,35005,39.466,552331,19.469,1.508,17249762.5,11716417.735,7361.0
2018-09-05,7358.73,7411.85,6715.08,7361.0,246345,758494,391342,6727225469723,4.205530866867E+19,0.286,5224405665,0.923,0.304,10.909,27885,400.088,35456,46.964,540142,19.515,1.893,17250300.0,11962954.2145,6679.3
2018-09-06,6597.93,7387.0,6277.14,6679.3,252111,695575,397271,6727225469723,4.973908743498E+19,0.247,5519704940,0.8,0.273,9.6,32481,409.83,37078,52.197,585513,19.547,1.642,17253287.5,12250781.5532615,6493.09
2018-09-07,6512.23,6705.59,6253.29,6493.09,230638,702828,407249,6971177230938,5.1640028695922E+19,0.241,4244331853,0.782,0.242,9.474,30382,322.874,33033,41.414,617704,19.546,1.449,17255187.5,12425079.4152,6400.0
2018-09-08,6397.6,6525.0,6114.57,6400.0,204278,554456,329828,7019199231177,5.3194474868971E+19,0.227,3023691149,0.588,0.177,9.6,22394,262.017,28446,34.182,489875,19.552,0.994,17255812.5,12056257.7326,6178.31
2018-09-09,6184.35,6465.46,6113.23,6178.31,188749,489016,304565,7019199231177,5.3029473904545E+19,0.245,2733450432,0.614,0.172,8.834,23995,264.18,30519,34.613,446194,19.463,0.894,17259100.0,13080457.3585849,6236.04
2018-09-10,6246.32,6451.51,6094.38,6236.04,222731,711622,355359,7019199231177,5.3638324682857E+19,0.201,3724300699,0.568,0.118,10.667,24538,330.742,33868,37.592,535579,19.428,1.175,17260787.5,10753469.6136,6301.99
2018-09-11,6314.9,6404.03,6170.35,6301.99,237430,758094,371939,7019199231177,5.0266413779774E+19,0.224,4043060845,0.619,0.144,10.213,24477,331.779,32809,37.589,549992,19.362,1.304,17261337.5,11243810.4714,6279.99
2018-09-12,6290.88,6405.0,6162.06,6279.99,233107,553112,364603,7019199231177,5.184580426586E+19,0.258,3858804832,0.645,0.171,8.571,23584,317.817,29716,41.156,534811,19.349,1.127,17264650.0,13463775.4691272,6322.45
2018-09-13,6334.95,6531.88,6192.89,6322.45,234061,642557,368700,7019199231177,5.4527429232395E+19,0.221,4945028263,0.559,0.121,9.73,30840,334.047,32269,39.605,541694,19.3,1.086,17266500.0,12063757.5583,6485.7
2018-09-14,6487.27,6587.12,6324.37,6485.7,223118,772376,369629,7019199231177,4.9089387563056E+19,0.222,3739803169,0.619,0.144,10.909,22125,325.257,31041,36.991,527742,19.303,1.27,17266862.5,10861356.2841,6476.51
2018-09-15,6477.83,6587.0,6384.36,6476.51,210931,605508,334501,7019199231177,4.6993583345024E+19,0.245,2828215398,0.486,0.122,10.286,22241,248.545,27319,31.338,502091,19.311,0.89,17269900.0,11500218.9046532,6520.15
2018-09-16,6514.64,6570.1,6379.65,6520.15,179344,491915,288325,7019199231177,4.9924374169964E+19,0.228,2602477082,0.473,0.0943,10.36,24868,242.653,26995,30.005,419923,19.31,0.747,17271637.5,11344822.2447,6499.98
2018-09-17,6498.98,6538.76,6203.11,6499.98,240017,703111,372434,7019199231177,4.6410220618271E+19,0.235,3790858224,0.466,0.0782,10.667,28786,299.018,31037,34.095,560269,19.315,1.025,17272375.0,10912753.5263,6254.52
2018-09-18,6250.48,6530.24,6200.0,6254.52,244117,695562,374845,7019199231177,5.1217453374673E+19,0.221,3783832358,0.491,0.105,10.141,26529,300.528,30885,33.62,568820,19.305,1.06,17275100.0,11443545.954193,6332.34
2018-09-19,6335.55,6523.63,6114.62,6332.34,250881,617348,377146,7019199231177,5.2331006576495E+19,0.239,3822272867,0.433,0.0762,9.231,23664,249.688,31000,34.437,540959,19.284,0.87,17277050.0,12463162.5358,6388.4
2018-09-20,6393.51,6550.83,6100.0,6388.4,253520,623055,395059,7031329605789,5.3928237784503E+19,0.231,4057460244,0.463,0.0871,9.351,22975,288.913,32268,33.873,542894,19.29,0.94,17277925.0,12472948.4743,6492.98
2018-09-21,6493.88,6782.64,6333.63,6492.98,272907,772889,446512,7152633351906,5.0055311213593E+19,0.243,5382758385,0.626,0.131,10,28878,318.955,34302,38.099,620832,19.303,1.404,17280775.0,12165754.7145117,6749.45
2018-09-22,6759.47,6832.81,6483.83,6749.45,225382,558180,357775,7152633351906,5.5784685875918E+19,0.235,3168708673,0.556,0.0921,9.29,22258,235.481,27695,32.948,505853,19.328,0.954,17282712.5,13124461.7112,6710.01
2018-09-23,6722.02,6826.28,6624.79,6710.01,200169,501512,314240,7152633351906,5.3229237612164E+19,0.238,2341712689,0.485,0.0753,9.6,17594,222.281,29057,30.373,454807,19.323,0.767,17283450.0,12679234.026,6702.22
2018-09-24,6707.69,6774.91,6558.41,6702.22,237522,614946,366739,7152633351906,5.432046657373E+19,0.228,3092765887,0.434,0.067,9.73,22006,259.483,32186,32.824,543361,19.33,0.832,17286437.5,12554837.9484404,6581.52
2018-09-25,6583.7,6721.68,6330.45,6581.52,251944,582886,385340,7152633351906,5.7317532966011E+19,0.239,4246223360,0.518,0.106,8.521,34793,260.451,33771,34.066,574804,19.301,0.953,17288550.0,13676604.3032,6428.99
2018-09-26,6442.4,6579.59,6324.96,6428.99,243788,680780,374935,7152633351906,5.5936610415412E+19,0.203,3867366259,0.534,0.131,10.36,28347,278.496,32810,33.766,541812,19.311,1.146,17288987.5,11369486.0866,6461.51
2018-09-27,6465.31,6736.09,6379.44,6461.51,248543,663091,381688,7152633351906,4.8395683107471E+19,0.244,4057583228,0.621,0.199,10.07,23772,297.38,31898,33.155,547299,19.31,1.307,17292075.0,11811663.0811172,6681.62
2018-09-28,6690.41,6814.33,6431.95,6681.62,254085,649784,410622,7152633351906,5.4359578894721E+19,0.24,4876768978,0.761,0.268,9.351,28314,305.777,29550,32.706,608318,19.292,1.481,17294000.0,13046981.4048,6610.76
2018-09-29,6633.91,6792.28,6466.23,6610.76,218187,532140,341246,7152633351906,5.4838869754524E+19,0.23,3073503015,0.575,0.131,9.474,22630,238.248,28728,27.661,498963,19.288,0.996,17294525.0,12571059.9003,6579.38
2018-09-30,6596.3,6658.87,6454.0,6579.38,208047,484096,320355,7152633351906,5.5127492713725E+19,0.246,2884540656,0.49,0.0981,8.834,20309,245.621,27646,27.573,474779,19.285,0.752,17297937.5,13520452.4014684,6597.81
2018-10-01,6623.46,6660.79,6507.37,6597.81,242662,632120,376533,7152633351906,5.7328691205086E+19,0.23,3888507288,0.594,0.134,9.114,22381,318.05,31878,29.85,603755,19.261,1.094,17299912.5,13160999.4467,6571.2
2018-10-02,6605.19,6638.15,6477.57,6571.2,244635,786916,378327,7152633351906,5.3245788285149E+19,0.215,4389199465,0.692,0.236,10.511,33654,323.55,31648,30.597,573816,19.251,1.481,17300037.5,11407332.6584,6500.0
